gene	transcript	chromosome	start_position	end_position
TBC1D19	ENST00000264866	4	26578059	26756973
AKAP3	ENST00000545990	12	4724674	4758213
ZNF622	ENST00000308683	5	16451628	16465901
CORO2B	ENST00000566799	15	68871308	69020145
PAGE1	ENST00000376150	X	49452053	49460596
MYLK	ENST00000360304	3	123328896	123603178
GK5	ENST00000392993	3	141882414	141944449
SLC23A2	ENST00000379333	20	4833002	4990939
NGF	ENST00000369512	1	115828539	115880857
TSNAX	ENST00000366639	1	231664399	231702270
SLC25A42	ENST00000318596	19	19174808	19223697
IQCJ-SCHIP1	ENST00000485419	3	158680024	159615155
SMNDC1	ENST00000369603	10	112050488	112064709
CDKN1C	ENST00000414822	11	2904443	2907111
PARK7	ENST00000493678	1	8014351	8045565
CTDP1	ENST00000299543	18	77439801	77514510
RHBDD2	ENST00000006777	7	75471920	75518244
SPCS3	ENST00000503362	4	177241115	177253396
ACBD5	ENST00000396271	10	27484146	27531059
ITGA6	ENST00000409080	2	173292082	173371181
SRSF9	ENST00000229390	12	120899471	120907596
TECR	ENST00000215567	19	14627897	14676792
DUSP9	ENST00000342782	X	152907946	152916781
TRIM13	ENST00000356017	13	50570024	50594617
DRG1	ENST00000331457	22	31795509	31924726
CEP85	ENST00000252992	1	26560691	26605299
C7orf55-LUC7L2	ENST00000354926	7	139025105	139108198
FBXO8	ENST00000393674	4	175157809	175205415
SLC5A6	ENST00000310574	2	27422455	27435826
ZFP36	ENST00000597629	19	39897453	39900052
KIAA1522	ENST00000401073	1	33207486	33240571
LLGL1	ENST00000316843	17	18128901	18148189
LRPPRC	ENST00000260665	2	44113647	44223144
NFS1	ENST00000374092	20	34255977	34287281
GAS1	ENST00000298743	9	89559279	89562104
POC1B-GALNT4	ENST00000548729	12	89913185	89920039
ADAMTSL1	ENST00000380548	9	18473892	18910948
ADAM11	ENST00000200557	17	42836399	42859214
MUM1L1	ENST00000337685	X	105412298	105452949
METAP1	ENST00000296411	4	99916771	99983964
NSUN2	ENST00000264670	5	6599352	6633404
PLEKHA7	ENST00000355661	11	16799842	17035990
KIAA1211	ENST00000504228	4	57036361	57194791
NRROS	ENST00000328557	3	196366557	196388875
ERP29	ENST00000261735	12	112451120	112461255
TRMT12	ENST00000328599	8	125463048	125474391
RHBDL1	ENST00000219551	16	725666	728268
KCNK5	ENST00000359534	6	39156749	39197226
KLHDC2	ENST00000298307	14	50234326	50249909
STK35	ENST00000381482	20	2082257	2157684
BZW2	ENST00000433922	7	16685756	16746148
CGGBP1	ENST00000398392	3	88101094	88199035
KIAA0247	ENST00000342745	14	70078313	70181859
MTPN	ENST00000393085	7	135611509	135662101
FAM81A	ENST00000288228	15	59664892	59815748
PDE8A	ENST00000310298	15	85523671	85682376
WDR11	ENST00000263461	10	122610687	122669036
KCNC2	ENST00000549446	12	75433857	75603648
EIF3E	ENST00000220849	8	109213445	109447562
KLC4	ENST00000259708	6	43008515	43042837
RTL1	ENST00000534062	14	101346992	101351184
NFKBID	ENST00000396901	19	36378555	36393205
STK25	ENST00000316586	2	242432089	242449145
RANGAP1	ENST00000455915	22	41641615	41682255
SEMA4B	ENST00000411539	15	90703836	90772911
TIMP3	ENST00000266085	22	33197687	33259030
AVL9	ENST00000318709	7	32535038	33078516
ITGA3	ENST00000007722	17	48133332	48167845
SSR3	ENST00000265044	3	156257929	156272973
SSTR1	ENST00000267377	14	38677204	38682272
VPS29	ENST00000360579	12	110928902	110939922
GATM	ENST00000396659	15	45653322	45694525
WDR81	ENST00000409644	17	1619817	1641893
AGPAT4	ENST00000320285	6	161551011	161695093
PPM1L	ENST00000498165	3	160473390	160796695
FBXL7	ENST00000504595	5	15500305	15939900
SLC35F3	ENST00000366618	1	234040679	234460262
COL14A1	ENST00000297848	8	121072019	121384275
COL18A1	ENST00000355480	21	46825052	46933634
TSPAN7	ENST00000378482	X	38420623	38548169
HVCN1	ENST00000356742	12	111065646	111142755
HYAL2	ENST00000447092	3	50355221	50360337
WIPF2	ENST00000323571	17	38375556	38440388
NIPSNAP1	ENST00000216121	22	29950797	29977326
ADCY8	ENST00000286355	8	131792547	132054672
RAB3GAP1	ENST00000442034	2	135809835	135933964
TAC1	ENST00000319273	7	97361220	97369784
KIAA1324L	ENST00000450689	7	86506222	86689015
CHP1	ENST00000334660	15	41523037	41574043
RAD23A	ENST00000586534	19	13056669	13064456
UBTD1	ENST00000370664	10	99258625	99330966
ITM2B	ENST00000378565	13	48807294	48837063
F2	ENST00000311907	11	46740730	46761056
METRNL	ENST00000320095	17	81037567	81052864
DCN	ENST00000052754	12	91539025	91576900
CLPB	ENST00000294053	11	72003469	72145692
FGG	ENST00000336098	4	155525286	155534119
MYLIP	ENST00000356840	6	16129356	16148479
SACS	ENST00000382298	13	23902965	24007841
RAB5A	ENST00000273047	3	19988571	20026667
ZC2HC1A	ENST00000263849	8	79578282	79632000
RTEL1	ENST00000508582	20	62289163	62328416
TTC18	ENST00000310715	10	75013517	75118617
RAP1A	ENST00000369709	1	112084840	112259313
PLEKHH1	ENST00000329153	14	68000018	68056329
UNC13C	ENST00000260323	15	54305101	54920806
UBE2A	ENST00000371558	X	118708501	118718381
SLC16A10	ENST00000368851	6	111408781	111552397
ADAMTS19	ENST00000274487	5	128795958	129074376
SLC23A1	ENST00000353963	5	138702885	138720242
NUTM1	ENST00000333756	15	34635516	34649938
FGF12	ENST00000454309	3	191857184	192485553
FAM188A	ENST00000277632	10	15820169	15902519
SGCE	ENST00000445866	7	94214542	94285521
MAF	ENST00000326043	16	79619740	79634611
NES	ENST00000368223	1	156638555	156647189
KIF18B	ENST00000593135	17	43002077	43025082
OSBPL3	ENST00000313367	7	24836158	25021253
UAP1	ENST00000367926	1	162531323	162569627
MFSD2A	ENST00000372809	1	40420802	40435638
TOP3B	ENST00000398793	22	22311397	22337213
SRPX2	ENST00000373004	X	99899215	99926296
FGD6	ENST00000343958	12	95470525	95611258
PTGFRN	ENST00000393203	1	117452679	117532980
EHD2	ENST00000263277	19	48216600	48246391
MST4	ENST00000394334	X	131157293	131209971
VPS11	ENST00000300793	11	118938403	118952688
PAGR1	ENST00000320330	16	29827285	29841948
PAGR1	ENST00000609618	16	29827832	29831438
FKBP1A	ENST00000400137	20	1349622	1373806
PRKAR1B	ENST00000406797	7	588834	767287
AMER3	ENST00000423981	2	131513008	131525707
LDLRAD4	ENST00000361205	18	13217497	13652754
VGLL1	ENST00000370634	X	135614311	135638966
CAMK2D	ENST00000342666	4	114372188	114683083
RBM12B	ENST00000399300	8	94741584	94753245
DIO2	ENST00000555750	14	80663873	80854100
FGF20	ENST00000180166	8	16849678	16859690
KDM4C	ENST00000381309	9	6720863	7175648
REPIN1	ENST00000489432	7	150065278	150071133
TLX1	ENST00000370196	10	102889257	102897545
TSSK6	ENST00000360913	19	19623227	19626838
ERLIN1	ENST00000421367	10	101909851	101948091
ACBD3	ENST00000366812	1	226332380	226374431
MDC1	ENST00000376406	6	30667584	30685666
SH3BP1	ENST00000357436	22	38030661	38062939
CPSF1	ENST00000349769	8	145618444	145634753
FAM115A	ENST00000479870	7	143548468	143599291
ARFGAP2	ENST00000524782	11	47185848	47198676
TWISTNB	ENST00000222567	7	19735085	19748710
OTP	ENST00000306422	5	76924538	76935513
PIN1	ENST00000247970	19	9945933	9960358
SHC3	ENST00000375835	9	91628060	91793682
GOLGA1	ENST00000373555	9	127640646	127710771
SLC7A14	ENST00000231706	3	170177372	170303863
B3GNT3	ENST00000318683	19	17905637	17923891
OXCT1	ENST00000196371	5	41730167	41870621
TRPC7	ENST00000513104	5	135548999	135732730
RALYL	ENST00000517638	8	85095022	85834079
ASPHD2	ENST00000215906	22	26825239	26840981
MUM1	ENST00000344663	19	1285890	1378430
NCK2	ENST00000233154	2	106361354	106510730
PLEKHM2	ENST00000375799	1	16010827	16061264
ZBTB11	ENST00000312938	3	101367733	101396339
SHROOM1	ENST00000378679	5	132157833	132166590
RNF112	ENST00000461366	17	19314438	19320589
WDR75	ENST00000314761	2	190306159	190340291
USP39	ENST00000323701	2	85829979	85876403
CPOX	ENST00000264193	3	98239976	98312567
ICAM5	ENST00000221980	19	10400657	10407454
NFIC	ENST00000443272	19	3359561	3469215
PIP5K1A	ENST00000368888	1	151170425	151222012
TP53INP2	ENST00000374810	20	33292094	33301243
DNAJA1	ENST00000330899	9	33025209	33039905
ODC1	ENST00000234111	2	10580094	10588630
ERC1	ENST00000397203	12	1099675	1605099
BARHL2	ENST00000370445	1	91177096	91182794
KIFAP3	ENST00000361580	1	169890467	170054349
SSB	ENST00000409333	2	170648443	170668574
CYB561	ENST00000392976	17	61509665	61523739
SEPT3	ENST00000396426	22	42372276	42394225
EIF5A	ENST00000336452	17	7210318	7215774
BEND2	ENST00000380033	X	18181051	18239024
FAM178A	ENST00000370269	10	102672326	102724893
RP11-565P22.6	ENST00000431696	1	162335197	162351905
A2M	ENST00000318602	12	9220260	9268825
IFT46	ENST00000264020	11	118415243	118443685
MORF4L2	ENST00000423833	X	102930424	102943086
NEUROG2	ENST00000313341	4	113434672	113437328
FH	ENST00000366560	1	241660903	241683061
TPST1	ENST00000304842	7	65670186	65885530
FAM222B	ENST00000341217	17	27082996	27182250
UBL3	ENST00000380680	13	30338508	30424821
NAA50	ENST00000240922	3	113435307	113465147
MLEC	ENST00000228506	12	121124672	121139667
CX3CL1	ENST00000006053	16	57406370	57418960
PHTF2	ENST00000416283	7	77428122	77586818
DLD	ENST00000205402	7	107531415	107572175
C12orf5	ENST00000179259	12	4430371	4462338
WLS	ENST00000354777	1	68564142	68698803
MVK	ENST00000228510	12	110011060	110035067
UBE3B	ENST00000342494	12	109915207	109974507
SSFA2	ENST00000431877	2	182756560	182795465
GDAP1L1	ENST00000342560	20	42875887	42909013
KLHL32	ENST00000369261	6	97372605	97588630
LMAN1	ENST00000251047	18	56995055	57027194
SURF4	ENST00000371989	9	136228325	136242970
GMNC	ENST00000442080	3	190570666	190610218
CRNKL1	ENST00000377340	20	20015012	20036690
UQCRC1	ENST00000203407	3	48636435	48648409
PDK3	ENST00000441463	X	24483338	24557954
LRRTM4	ENST00000409093	2	76974845	77820445
CAP1	ENST00000372797	1	40505905	40538321
PHKA1	ENST00000373542	X	71798664	71934167
CNTNAP2	ENST00000361727	7	145813453	148118090
LMBRD2	ENST00000296603	5	36098514	36152063
LSM11	ENST00000286307	5	157170703	157187717
CPNE5	ENST00000244751	6	36708552	36807778
FOXA3	ENST00000302177	19	46367247	46377055
EMC3	ENST00000245046	3	10004221	10052800
S1PR1	ENST00000305352	1	101702444	101707074
CENPC	ENST00000273853	4	68337521	68411324
CNOT6	ENST00000393356	5	179921412	180005405
DMAP1	ENST00000372289	1	44679127	44686353
TNFRSF11B	ENST00000297350	8	119935796	119964439
NUP50	ENST00000347635	22	45559722	45583896
HOXD3	ENST00000468418	2	177001340	177037830
LAMTOR3	ENST00000499666	4	100799493	100815647
PPIL2	ENST00000412327	22	22006559	22054304
EIF4H	ENST00000265753	7	73588575	73611431
C12orf66	ENST00000398055	12	64580096	64616076
ITGA11	ENST00000315757	15	68594050	68724501
PTCHD2	ENST00000294484	1	11539223	11597641
APOO	ENST00000379226	X	23851470	23926057
SCAMP2	ENST00000268099	15	75136071	75165706
HDC	ENST00000267845	15	50534144	50558223
SEPT8	ENST00000378719	5	132086509	132142933
SHF	ENST00000290894	15	45459412	45493373
SYT4	ENST00000255224	18	40847843	40857615
MAB21L2	ENST00000317605	4	151503077	151505843
TXNIP	ENST00000369317	1	145438469	145442635
RIN2	ENST00000255006	20	19867165	19983101
ZNF385A	ENST00000338010	12	54762917	54785082
NOL9	ENST00000377705	1	6581407	6614595
CCNB1	ENST00000256442	5	68462837	68474072
REEP2	ENST00000254901	5	137774706	137782658
SLC10A3	ENST00000263512	X	153715645	153719016
NAPG	ENST00000322897	18	10525902	10552758
LSM14A	ENST00000544216	19	34663409	34720420
IDH3A	ENST00000299518	15	78423840	78464291
AMIGO2	ENST00000266581	12	47469490	47473734
CXCR5	ENST00000292174	11	118754475	118768508
DND1	ENST00000542735	5	140050379	140053171
RNF169	ENST00000299563	11	74459913	74553458
IGDCC4	ENST00000352385	15	65673802	65715410
CHFR	ENST00000432561	12	133398773	133532890
CCSER1	ENST00000509176	4	91048686	92523064
SULT2B1	ENST00000201586	19	49055332	49102682
INTS7	ENST00000366994	1	212113741	212208884
STRIP1	ENST00000369795	1	110574199	110617263
ACSL3	ENST00000357430	2	223725652	223809357
BCL2L2-PABPN1	ENST00000557008	14	23776044	23794578
USP54	ENST00000339859	10	75257296	75385711
TRHDE	ENST00000261180	12	72481046	73059422
CCDC120	ENST00000422185	X	48911101	48927509
LRRC59	ENST00000225972	17	48452420	48474914
GBF1	ENST00000369983	10	104005289	104142656
H3F3B	ENST00000254810	17	73772515	73781974
ZKSCAN2	ENST00000328086	16	25247322	25269252
ADORA2A	ENST00000337539	22	24813847	24838328
GNL2	ENST00000373062	1	38032417	38061536
DOK6	ENST00000382713	18	67068291	67516323
WDR45B	ENST00000392325	17	80572438	80606429
RNF216	ENST00000389902	7	5659678	5821370
ALOX12B	ENST00000319144	17	7975954	7991021
ANKRD33B	ENST00000296657	5	10564442	10650308
SNCAIP	ENST00000261368	5	121647049	121799914
ADCY7	ENST00000394697	16	50280048	50352046
PDLIM5	ENST00000514743	4	95373037	95589377
ZNF655	ENST00000424881	7	99156029	99174076
MCM4	ENST00000262105	8	48872745	48890720
RLTPR	ENST00000334583	16	67678822	67691472
CTD-2132N18.3	ENST00000592574	17	40271692	40306934
PDHB	ENST00000302746	3	58413357	58419584
NOP58	ENST00000264279	2	203130439	203168389
ARL4A	ENST00000396663	7	12726481	12730559
DBNL	ENST00000468694	7	44084239	44109055
ARHGEF4	ENST00000326016	2	131594489	131804836
C14orf2	ENST00000414262	14	104378625	104394606
HNRNPDL	ENST00000295470	4	83343717	83351294
SSR1	ENST00000244763	6	7268539	7347679
SMAP2	ENST00000372718	1	40810522	40888998
ZNF184	ENST00000211936	6	27418522	27440897
KIF2C	ENST00000372224	1	45205490	45233439
SGPL1	ENST00000373202	10	72575717	72640930
WWC2	ENST00000403733	4	184020446	184241930
SEC11C	ENST00000587834	18	56806709	56826068
SLC39A14	ENST00000359741	8	22224762	22291642
RIPK1	ENST00000259808	6	3064225	3115421
USP2	ENST00000260187	11	119225925	119252436
SNRPC	ENST00000244520	6	34725183	34741571
SNRPG	ENST00000272348	2	70508494	70520903
CPSF4	ENST00000292476	7	99036545	99054994
OSBPL5	ENST00000263650	11	3108346	3187969
HDX	ENST00000297977	X	83572882	83757487
PCMTD1	ENST00000360540	8	52730140	52811735
POLG	ENST00000268124	15	89859534	89878092
TMEM229A	ENST00000455783	7	123670973	123673523
TOM1L2	ENST00000379504	17	17746828	17875736
EPHA2	ENST00000358432	1	16450832	16482582
NDUFB11	ENST00000276062	X	47001615	47004903
FA2H	ENST00000219368	16	74746853	74808729
ELMO2	ENST00000290246	20	44994688	45061704
CREBL2	ENST00000228865	12	12764761	12798042
DPY19L1	ENST00000310974	7	34968488	35077883
NFKBIB	ENST00000313582	19	39390340	39399533
HSPE1	ENST00000233893	2	198364718	198368181
UBALD1	ENST00000283474	16	4658884	4665028
HIF1AN	ENST00000299163	10	102288829	102319755
PSMD7	ENST00000219313	16	74330673	74340186
CD40LG	ENST00000370629	X	135730352	135742549
POU6F2	ENST00000403058	7	39017598	39532694
LAMTOR1	ENST00000278671	11	71796941	71814433
NANOG	ENST00000229307	12	7940390	7948655
SEC61A2	ENST00000298428	10	12171636	12211960
PAX7	ENST00000375375	1	18957500	19075360
AK5	ENST00000354567	1	77747736	78025651
PEX3	ENST00000367591	6	143771944	143811147
FARSB	ENST00000281828	2	223435255	223521056
ROR2	ENST00000375708	9	94325373	94712444
DIO1	ENST00000361921	1	54356912	54376759
FBXO47	ENST00000378079	17	37092685	37123655
CTD-3193O13.9	ENST00000539422	19	7933605	7939326
ABI3BP	ENST00000284322	3	100468000	100712359
TRPM7	ENST00000313478	15	50844670	50979012
TGFA	ENST00000295400	2	70674412	70781325
NCAPH2	ENST00000299821	22	50946645	50961901
PRKRA	ENST00000325748	2	179296141	179316239
SP7	ENST00000536324	12	53720362	53739099
SLC44A2	ENST00000335757	19	10713133	10755235
NUP93	ENST00000308159	16	56764017	56878797
AP1AR	ENST00000274000	4	113152893	113191203
TTC39A	ENST00000413473	1	51752930	51810788
CHRNB4	ENST00000261751	15	78916461	79020096
RPS15A	ENST00000322989	16	18792617	18801705
C10orf2	ENST00000311916	10	102747124	102754158
SLC35A2	ENST00000247138	X	48760459	48769235
VAPB	ENST00000475243	20	56964178	57026157
NID2	ENST00000216286	14	52471521	52535712
LPP	ENST00000312675	3	187871072	188608460
YIPF3	ENST00000372422	6	43479565	43484728
NDUFS2	ENST00000367993	1	161166894	161184185
ZC3H8	ENST00000409573	2	112969102	113012713
SNRPD2	ENST00000342669	19	46190712	46195827
PCDH11X	ENST00000373094	X	91034260	91878229
PRRT2	ENST00000567659	16	29823177	29827201
ATP8B1	ENST00000536015	18	55313658	55470333
ESRRG	ENST00000366937	1	216676588	217311097
CD200	ENST00000473539	3	112051194	112081659
MBNL2	ENST00000345429	13	97873688	98046374
SUN1	ENST00000401592	7	855528	936072
BCAP29	ENST00000379119	7	107220422	107269615
PIP4K2A	ENST00000376573	10	22823778	23003484
PTPN5	ENST00000358540	11	18749475	18814268
ANKRD40	ENST00000285243	17	48770551	48785285
E2F2	ENST00000361729	1	23832922	23857712
TUB	ENST00000305253	11	8040791	8127659
UBA6	ENST00000322244	4	68478370	68566897
ARAP2	ENST00000303965	4	35949843	36246131
TNIP3	ENST00000509841	4	122052563	122148621
GFI1	ENST00000370332	1	92940319	92952433
TSR2	ENST00000375151	X	54466834	54471920
WDR52	ENST00000393845	3	113005777	113160457
KCND1	ENST00000218176	X	48818639	48827976
RBM38	ENST00000356208	20	55966463	55984389
WDR19	ENST00000399820	4	39184024	39287430
KIAA1045	ENST00000242315	9	34957484	34982541
HNF4G	ENST00000396423	8	76320149	76479078
EFTUD1	ENST00000268206	15	82422571	82555104
UPRT	ENST00000373383	X	74493920	74524435
BHLHE22	ENST00000321870	8	65492814	65496181
F5	ENST00000367797	1	169483404	169555826
SLC5A7	ENST00000264047	2	108602979	108630450
MCM5	ENST00000216122	22	35796056	35821423
FERMT3	ENST00000279227	11	63974150	63991354
COL6A3	ENST00000295550	2	238232646	238323018
CDK5	ENST00000485972	7	150750899	150755617
EML3	ENST00000394773	11	62369690	62380237
NYNRIN	ENST00000382554	14	24867992	24888494
PRTG	ENST00000389286	15	55903744	56035288
NELFE	ENST00000375429	6	31919864	31926887
HEPH	ENST00000519389	X	65382391	65488709
DNAH2	ENST00000572933	17	7620672	7737062
SLC37A1	ENST00000352133	21	43916118	44001550
CHST11	ENST00000303694	12	104849073	105155792
PAK1	ENST00000278568	11	77032752	77185680
TKT	ENST00000423516	3	53258723	53290068
TMTC3	ENST00000266712	12	88536073	88593664
DCLK3	ENST00000416516	3	36753913	36781352
NXF2B	ENST00000457521	X	101615316	101726732
PKP1	ENST00000263946	1	201252580	201302121
RPL32	ENST00000429711	3	12875984	12883087
TMEM198	ENST00000344458	2	220408385	220415317
GBX2	ENST00000306318	2	237073879	237077012
TFPI	ENST00000233156	2	188328957	188430487
TYK2	ENST00000525621	19	10461209	10491352
ZNF205	ENST00000382192	16	3162561	3170518
FAM199X	ENST00000493442	X	103411301	103440583
CCPG1	ENST00000442196	15	55632230	55700708
SLC5A5	ENST00000222248	19	17982782	18005983
TAPT1	ENST00000405303	4	16162128	16229033
CD74	ENST00000009530	5	149781200	149792492
CPNE2	ENST00000535318	16	57126449	57181878
MTCH2	ENST00000302503	11	47638867	47664175
SNRPD1	ENST00000300413	18	19192228	19210417
RBM8A	ENST00000330165	1	145507598	145513536
BMX	ENST00000357607	X	15482369	15574652
IGLON5	ENST00000270642	19	51815102	51833608
PLEKHG5	ENST00000537245	1	6526152	6580121
CLPP	ENST00000245816	19	6361463	6368919
MMGT1	ENST00000305963	X	135044229	135056222
MTMR9	ENST00000221086	8	11141925	11185646
GPC2	ENST00000292377	7	99767229	99774995
ESYT2	ENST00000251527	7	158523686	158622944
PLEKHM3	ENST00000427836	2	208693027	208890284
CHSY3	ENST00000305031	5	129240165	129522327
MARCH4	ENST00000273067	2	217122588	217236750
HMGB3	ENST00000325307	X	150148982	150159248
GPATCH2L	ENST00000261530	14	76618259	76720685
CDH23	ENST00000398788	10	73156691	73575702
DEK	ENST00000397239	6	18224099	18265054
PSTPIP2	ENST00000409746	18	43563502	43652238
ABAT	ENST00000396600	16	8768422	8878432
OVOL2	ENST00000278780	20	17937623	18039832
TMEM47	ENST00000275954	X	34645181	34675405
CNPY3	ENST00000372836	6	42896938	42907025
CHN1	ENST00000409900	2	175664091	175870097
RPL34	ENST00000394668	4	109541722	109551568
MFF	ENST00000353339	2	228189867	228222550
NEURL1B	ENST00000369800	5	172068269	172118543
SYTL4	ENST00000455616	X	99929488	99987110
IL15	ENST00000296545	4	142557752	142655140
ARHGAP27	ENST00000376922	17	43471275	43511787
DSEL	ENST00000310045	18	65173819	65184217
PTPRN2	ENST00000389418	7	157331750	158380480
MAP6	ENST00000304771	11	75297963	75380165
PTPN3	ENST00000374541	9	112137746	112260590
POU2AF1	ENST00000393067	11	111222977	111326355
RP11-101E3.5	ENST00000482796	9	131703757	131719300
CHGA	ENST00000216492	14	93389425	93401638
CLCC1	ENST00000369971	1	109472130	109506111
HES1	ENST00000232424	3	193853934	193856521
MYRIP	ENST00000302541	3	39850405	40301812
ASCC3	ENST00000369162	6	100956070	101329248
